epoch,train_loss,train_cindex,test_loss,test_cindex
0,2.895334076881409,0.7899915659263425,3.3063814640045166,0.8315441783649876
1,2.698606491088867,0.811826445506513,3.185061454772949,0.8546655656482246
2,2.5428305864334106,0.8240089963452347,3.048297882080078,0.8596201486374897
3,2.4743510723114013,0.8384093961828007,2.9074580669403076,0.8633360858794384
4,2.375914192199707,0.8533720675975385,2.793747663497925,0.8695293146160198
5,2.2862704277038572,0.8740824040233655,2.7169055938720703,0.87943848059455
6,2.1886745929718017,0.8925436541405054,2.622748851776123,0.8901734104046243
7,2.144475054740906,0.9117545996938744,2.5189807415008545,0.9075144508670521
8,2.034599709510803,0.9285915096991847,2.4227523803710938,0.9248554913294798
9,1.9647911071777344,0.941398806734764,2.3207247257232666,0.9364161849710982
10,1.8609368562698365,0.9460219285915097,2.1927597522735596,0.9438480594549958
11,1.8131106495857239,0.9459906912816668,2.1202495098114014,0.9459124690338563
12,1.7188152551651001,0.9536438321931715,2.0336406230926514,0.9504541701073493
13,1.7347737550735474,0.9591728360353606,1.950477957725525,0.9566473988439307
14,1.6592487454414369,0.9615468715834192,1.8862202167510986,0.9607762180016516
15,1.6083146333694458,0.9616405835129479,1.8276430368423462,0.9599504541701074
16,1.5550384640693664,0.9598600568519039,1.7927297353744507,0.9570602807597027
17,1.6152830839157104,0.9617342954424765,1.7487212419509888,0.9644921552436003
18,1.4599301218986511,0.9684815543685378,1.7122150659561157,0.967382328654005
19,1.4949596643447876,0.9706369287476962,1.6943187713623047,0.9661436829066887
20,1.5431930065155028,0.9686065036079093,1.723865270614624,0.9624277456647399
21,1.478822696208954,0.9718551838315684,1.6802685260772705,0.9657308009909166
22,1.415137565135956,0.9716365226626683,1.6280872821807861,0.9694467382328654
23,1.4392388820648194,0.9698247586917814,1.5954939126968384,0.9694467382328654
24,1.4249295830726623,0.9719176584512542,1.5600966215133667,0.9715111478117259
25,1.3305273413658143,0.9762596445194139,1.5172390937805176,0.9752270850536746
26,1.3673376798629762,0.9796020366726017,1.5014688968658447,0.9752270850536746
27,1.4216888070106506,0.9821010214600319,1.4659242630004883,0.976465730800991
28,1.3115256786346436,0.9807265798269453,1.480560302734375,0.9735755573905863
29,1.2804329633712768,0.9778215100115578,1.4964345693588257,0.9715111478117259
