epoch,train_loss,train_cindex,test_loss,test_cindex
0,2.977183437347412,0.7903010439427045,3.1989691257476807,0.8102088167053364
1,2.7816936016082763,0.8226207817431416,3.0738401412963867,0.839907192575406
2,2.6214164018630983,0.8280529254673464,2.926572799682617,0.8440835266821346
3,2.4922654390335084,0.8385833940276766,2.8154587745666504,0.854292343387471
4,2.425409960746765,0.8562151007526099,2.736818790435791,0.8645011600928074
5,2.315238285064697,0.8750303471716436,2.656935453414917,0.8774941995359629
6,2.196854853630066,0.8926013595532897,2.5636465549468994,0.894199535962877
7,2.1365793704986573,0.9095957756737072,2.4898977279663086,0.9048723897911833
8,2.083840084075928,0.9207331876669095,2.4388113021850586,0.9220417633410672
9,1.9558648109436034,0.9320223355183297,2.3353543281555176,0.9290023201856148
10,1.9072272300720214,0.942916970138383,2.193059206008911,0.9382830626450116
11,1.7864390373229981,0.9472262685117747,2.1481165885925293,0.9396751740139211
12,1.7707292079925536,0.9534474386987133,2.0526888370513916,0.9470997679814385
13,1.7010037183761597,0.961185967467832,1.9382741451263428,0.9587006960556844
14,1.670628809928894,0.959881039087157,1.8831918239593506,0.9577726218097448
15,1.6082788109779358,0.968135469774217,1.7371889352798462,0.965661252900232
16,1.552506184577942,0.9694100509832484,1.6721007823944092,0.9698375870069605
17,1.5283203840255737,0.9719288662296673,1.6728463172912598,0.9698375870069605
18,1.5585869908332826,0.9709274095654286,1.6874867677688599,0.9651972157772621
19,1.4548389554023742,0.9758133042000485,1.6214871406555176,0.9647331786542923
20,1.4184006690979003,0.9789390628793396,1.5562379360198975,0.9661252900232019
21,1.4515817284584045,0.971655741684875,1.6079655885696411,0.9633410672853828
22,1.4603224754333497,0.9737800436999272,1.5716828107833862,0.9693735498839907
23,1.4248161792755127,0.9736890021849963,1.4636926651000977,0.9735498839907193
24,1.33541259765625,0.9751153192522457,1.4657907485961914,0.9670533642691416
25,1.3483320355415345,0.974022821073076,1.536608338356018,0.9624129930394432
26,1.400805413722992,0.9782714251031804,1.4605565071105957,0.9624129930394432
27,1.342499816417694,0.9792425345957757,1.3797954320907593,0.9689095127610209
28,1.3285199522972106,0.9820344743869871,1.3403888940811157,0.9707656612529002
29,1.258218276500702,0.9816399611556202,1.3289200067520142,0.9754060324825986
