epoch,train_loss,train_cindex,test_loss,test_cindex
0,2.9223615646362306,0.7971610779674964,3.214313268661499,0.7321428571428571
1,2.707688879966736,0.8304581655743968,3.125743865966797,0.7689075630252101
2,2.5859024047851564,0.8453874864078526,3.019660234451294,0.7752100840336135
3,2.501296353340149,0.8569959150086696,2.915050745010376,0.7815126050420168
4,2.4038442611694335,0.8694859964146119,2.8210785388946533,0.7983193277310925
5,2.2943873405456543,0.8868251682487437,2.7270219326019287,0.8266806722689075
6,2.1858550310134888,0.9047814970464632,2.6282060146331787,0.8524159663865546
7,2.0564225196838377,0.9187997766479561,2.533362627029419,0.875
8,2.055546236038208,0.9357862873600377,2.439950942993164,0.8886554621848739
9,1.9161291122436523,0.9470420548388044,2.334921360015869,0.907563025210084
10,1.8515603065490722,0.9526846327916066,2.2523233890533447,0.9128151260504201
11,1.7881070375442505,0.951038880888706,2.1931817531585693,0.9091386554621849
12,1.6994197130203248,0.9558585828900579,2.1221048831939697,0.9201680672268907
13,1.6416005849838258,0.9618538219649102,2.044477701187134,0.930672268907563
14,1.649547815322876,0.9675845651982249,1.9597612619400024,0.9385504201680672
15,1.6107547998428344,0.969259705527963,1.8941632509231567,0.9464285714285714
16,1.4822472095489503,0.9661151438563493,1.8854984045028687,0.9353991596638656
17,1.499289095401764,0.9647632762218239,1.8675053119659424,0.9338235294117647
18,1.5062265992164612,0.9671731272224998,1.8188886642456055,0.9390756302521008
19,1.4731988310813904,0.9726393746142769,1.7732045650482178,0.9474789915966386
20,1.3960261821746827,0.9736091926999147,1.787367582321167,0.9422268907563025
21,1.4625868320465087,0.9747553413465777,1.7567722797393799,0.946953781512605
22,1.359858512878418,0.9735504158462398,1.7527676820755005,0.9459033613445378
23,1.3567871689796447,0.9706115731624886,1.805999994277954,0.9369747899159664
24,1.3434797883033753,0.9734034737120522,1.7482444047927856,0.9448529411764706
25,1.4068611145019532,0.9753137214564904,1.702416181564331,0.9511554621848739
26,1.3270127058029175,0.9774002997619538,1.6806941032409668,0.9490546218487395
27,1.302116596698761,0.9747553413465777,1.7040979862213135,0.9480042016806722
28,1.3381784558296204,0.9789578863843419,1.6781680583953857,0.9453781512605042
29,1.271957552433014,0.9788991095306668,1.605422854423523,0.9537815126050421
