epoch,train_loss,train_cindex,test_loss,test_cindex
0,2.979066753387451,0.7941610059257118,3.2166295051574707,0.7560700169395822
1,2.7419954776763915,0.8253504841740136,3.113506555557251,0.7684923771880293
2,2.607559871673584,0.8382425205954618,3.005002975463867,0.7769621682665161
3,2.5110665798187255,0.8533025003613239,2.9088685512542725,0.7893845285149633
4,2.40446674823761,0.8719468131232837,2.8128902912139893,0.8091473743647657
5,2.3087807178497313,0.8900997253938431,2.7213122844696045,0.8351214003387917
6,2.2291835069656374,0.9059979765862118,2.6379761695861816,0.8560135516657256
7,2.1496001958847044,0.9201040612805319,2.569352388381958,0.8667419536984754
8,2.0827861785888673,0.9274750686515393,2.5223894119262695,0.8673066064370413
9,1.9734846115112306,0.9314062725827432,2.4905197620391846,0.8757763975155279
10,1.9068810224533081,0.9432576961988727,2.32723069190979,0.8944099378881988
11,1.8397454500198365,0.9534614828732476,2.2010040283203125,0.9136081309994354
12,1.7558982849121094,0.9523630582454112,2.2130844593048096,0.9113495200451722
13,1.73163845539093,0.9555716143951438,2.1657803058624268,0.9113495200451722
14,1.658310890197754,0.9598785951727128,2.082122564315796,0.9203839638622248
15,1.611298680305481,0.9606879606879607,1.9741930961608887,0.9282891022021457
16,1.5713842749595641,0.9617574794045383,1.9687973260879517,0.9265951439864484
17,1.5595500707626342,0.9643879173290938,1.9085475206375122,0.9367588932806324
18,1.5489632606506347,0.9707183118947825,1.8158422708511353,0.9469226425748165
19,1.4752689123153686,0.9744182685359156,1.7249518632888794,0.9531338226990401
20,1.4371196031570435,0.9725682902153491,1.77817964553833,0.9452286843591191
21,1.427501130104065,0.9709784650961122,1.836623191833496,0.9373235460191982
22,1.3956416964530944,0.9723081370140194,1.8249167203903198,0.9435347261434218
23,1.3700640201568604,0.9729440670617141,1.6884623765945435,0.9531338226990401
24,1.5070932149887084,0.9736956207544443,1.730614423751831,0.9491812535290797
25,1.3248455286026002,0.9707472178060413,1.8045755624771118,0.9469226425748165
26,1.6744648814201355,0.9760080936551525,1.7083799839019775,0.9548277809147374
27,1.3674322843551636,0.9762393409452232,1.6443032026290894,0.9570863918690006
28,1.3687570333480834,0.9779736956207544,1.643061876296997,0.9548277809147374
29,1.3662126421928407,0.9748518572047984,1.6717005968093872,0.9469226425748165
