epoch,train_loss,train_cindex,test_loss,test_cindex
0,2.889127230644226,0.8166582342524665,3.2876858711242676,0.8146380270485283
1,2.6640869140625,0.8417341259802682,3.1675777435302734,0.8325377883850438
2,2.5165512800216674,0.8562484189223375,3.03328537940979,0.8385043754972156
3,2.428610825538635,0.8681697444978498,2.902372360229492,0.8460620525059666
4,2.3137436628341677,0.8809132304578801,2.790759801864624,0.8516308671439936
5,2.2188809871673585,0.8948267138881862,2.6900248527526855,0.8619729514717581
6,2.0755468368530274,0.9068112825701998,2.5973219871520996,0.8758949880668258
7,2.005466115474701,0.918953959018467,2.5184741020202637,0.8933969769291965
8,1.955909514427185,0.9266063749051353,2.4297099113464355,0.9033412887828163
9,1.9017789959907532,0.9346382494308121,2.3135175704956055,0.9196499602227526
10,1.8388625860214234,0.9425436377434859,2.211581230163574,0.9272076372315036
11,1.6967501640319824,0.9437136352137617,2.181183338165283,0.931980906921241
12,1.6867792367935182,0.9467493043258285,2.1153924465179443,0.9363564041368337
13,1.6513328313827516,0.9567417151530483,2.0555567741394043,0.9399363564041369
14,1.6945830464363099,0.9566784720465469,2.006972074508667,0.9383452665075577
15,1.6251428365707397,0.960409815330129,1.9365320205688477,0.9478918058870326
16,1.5829231977462768,0.9608525170756388,1.919498324394226,0.951073985680191
17,1.5390599966049194,0.964457374146218,1.8726487159729004,0.954653937947494
18,1.622294044494629,0.9611054895016443,1.8732725381851196,0.949085123309467
19,1.5022608101367951,0.9670187199595244,1.8305634260177612,0.9466984884645983
20,1.4589070677757263,0.9750505944852011,1.7619640827178955,0.9550517104216388
21,1.5663564085960389,0.9730268150771566,1.741672158241272,0.9582338902147971
22,1.3794397830963134,0.970275739944346,1.7384045124053955,0.954653937947494
23,1.3411858558654786,0.9723311409056413,1.7105729579925537,0.9542561654733492
24,1.3770261406898499,0.9724892486718948,1.6947039365768433,0.9534606205250596
25,1.403080129623413,0.9709714141158614,1.671370506286621,0.9498806682577565
26,1.3515572190284728,0.9725208702251454,1.660440444946289,0.9514717581543357
27,1.3836866855621337,0.9759359979762205,1.6133445501327515,0.958631662688942
28,1.3992929220199586,0.9749873513786997,1.6083146333694458,0.9570405727923628
29,1.4353759288787842,0.968821148494814,1.6780980825424194,0.9502784407319014
