epoch,train_loss,train_cindex,test_loss,test_cindex
0,2.9670451164245604,0.8005221625744375,3.18194842338562,0.6796628029504742
1,2.76493763923645,0.8257502420135527,3.064939260482788,0.7370916754478398
2,2.627723789215088,0.8396256857050661,2.9553122520446777,0.7539515279241307
3,2.486597990989685,0.856375957053595,2.8714897632598877,0.7718651211801897
4,2.3705756664276123,0.8737715978761478,2.786513566970825,0.7939936775553214
5,2.2374009609222414,0.8893778051570888,2.7176856994628906,0.8140147523709168
6,2.186504769325256,0.9060107366012496,2.6200220584869385,0.8377239199157007
7,2.115385389328003,0.9221449734518467,2.4862985610961914,0.857218124341412
8,2.037187361717224,0.9304761066619731,2.406888723373413,0.8677555321390937
9,1.9079168558120727,0.9372524861392239,2.3561689853668213,0.8724973656480506
10,1.8794613599777221,0.94661034351257,2.2352330684661865,0.8909378292939937
11,1.8421962261199951,0.9550588166270645,2.114197015762329,0.91622760800843
12,1.7695538520812988,0.9549121417466044,2.070528507232666,0.9188619599578504
13,1.614828109741211,0.9510692598785532,2.108410120010376,0.9104320337197049
14,1.688358521461487,0.9567309102643081,2.043466091156006,0.916754478398314
15,1.5397387742996216,0.9674968464900701,1.9082661867141724,0.9257112750263435
16,1.5687512159347534,0.9702836692188096,1.8279365301132202,0.9309799789251844
17,1.5882053136825562,0.9706356889319135,1.7916481494903564,0.934141201264489
18,1.5305628418922423,0.9660887676376544,1.7784823179244995,0.9362486828240253
19,1.4856484889984132,0.9709290386928334,1.768405795097351,0.9425711275026344
20,1.4137327432632447,0.9707530288362815,1.867633581161499,0.9367755532139094
21,1.4486018180847169,0.9722491126169732,1.777862787246704,0.9383561643835616
22,1.3421812295913695,0.9762680043415765,1.6882262229919434,0.9452054794520548
23,1.387291717529297,0.9769427087916923,1.669987678527832,0.952054794520548
24,1.4165980458259582,0.979025492094224,1.641688346862793,0.9531085353003161
25,1.301898455619812,0.9794068467834198,1.5801024436950684,0.9646996838777661
26,1.2680217504501343,0.978849482237672,1.5262154340744019,0.9631190727081138
27,1.3053067684173585,0.9793481768312359,1.4897761344909668,0.9625922023182297
28,1.341740870475769,0.9799642113291678,1.439021110534668,0.9631190727081138
29,1.214803194999695,0.9804922408988237,1.4697738885879517,0.9604847207586934
