epoch,train_loss,train_cindex,test_loss,test_cindex
0,2.9757283210754393,0.8271735304470257,3.1725711822509766,0.7628647214854112
1,2.793682813644409,0.8424557080840079,3.09436297416687,0.7681697612732096
2,2.628378438949585,0.8463862489733662,2.9950437545776367,0.773474801061008
3,2.5532241106033324,0.8580018772732606,2.890385150909424,0.7941644562334218
4,2.4155299425125123,0.8752199929602252,2.7984061241149902,0.8196286472148541
5,2.302137780189514,0.8914994720168955,2.7056517601013184,0.8461538461538461
6,2.2038877248764037,0.9042297313152646,2.603567123413086,0.8620689655172413
7,2.104096007347107,0.9157280300363722,2.4904592037200928,0.8753315649867374
8,2.0729915857315064,0.927988971019594,2.3826498985290527,0.8907161803713528
9,1.9326353311538695,0.9455297430482225,2.2914681434631348,0.9124668435013262
10,1.8380542993545532,0.9554734248504048,2.1998770236968994,0.9331564986737401
11,1.771286964416504,0.9510442332512026,2.106604814529419,0.9347480106100796
12,1.7857863426208496,0.9572627009269037,2.026120901107788,0.9395225464190982
13,1.6284138679504394,0.96503578552153,1.966552972793579,0.9442970822281167
14,1.670352816581726,0.965329109468497,1.8844554424285889,0.9464190981432361
15,1.592002010345459,0.9670303883609058,1.849572777748108,0.9517241379310345
16,1.5785929679870605,0.9666490672298487,1.8430544137954712,0.9522546419098143
17,1.5061304569244385,0.9675290390707497,1.809117317199707,0.950132625994695
18,1.480354917049408,0.9706089405139036,1.781516671180725,0.953315649867374
19,1.4440727353096008,0.971840901091165,1.7315678596496582,0.9543766578249336
20,1.419722604751587,0.9724275489850991,1.7053416967391968,0.953315649867374
21,1.4409339904785157,0.9767687434002112,1.6520029306411743,0.9602122015915119
22,1.4373717546463012,0.9753314560600728,1.6306010484695435,0.9586206896551724
23,1.3573825240135193,0.9757714419805232,1.603143572807312,0.9612732095490716
24,1.3420666098594665,0.9735128475888771,1.6253215074539185,0.9580901856763926
25,1.5228482246398927,0.9752434588759826,1.6187580823898315,0.956498673740053
26,1.2767572402954102,0.9704329461457233,1.6345688104629517,0.9517241379310345
27,1.338841152191162,0.9729261996949431,1.5894978046417236,0.956498673740053
28,1.2767089128494262,0.9755661152176464,1.569945216178894,0.953315649867374
29,1.3312967658042907,0.9789393406077672,1.518178105354309,0.9612732095490716
